Container ID,Description,Origin
ABCD5432109,GRAND CAFE MELANGE FRUITS JUICES CONTAINING GLASS BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
EFGH9876543,ON 12 PALLETS CONTAINING DRY FOODS & CONFECTIONERY HS-CODE19051000 NET WEIGHT 4500 KG CIF LOS ANGELES.,Hong Kong
VWXY89101111,76545 KGS 21.987 CUBIC METER 456 CARTON ELECTRONIC COMPONENTS & ACCESSORIES HS CODES 854390. SHIPPER DECLARES.,"Guangzhou, China"
QWERTY567890,IN 30 PALLETS OF READY MADE GARMENTS CONTAINING FRAGILE ITEMS.,"Seoul, South Korea"
FGHJKL1234567,LOADED ON 25 PLT(S) POLYURETHANE FOAM HS-CODE39099000.,"Munich, Germany"
IJKLMNOP789012,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Amsterdam, Netherlands"
MNOPQ1234567,ON 10 PALLETS CONTAINING FLEXIBLE TUBES HS-CODE39239000 NET WEIGHT 12000 KG CIF JAPAN.,"Tokyo, Japan"
STUVWXY901234,IN 50 CARTONS OF PACKAGING MATERIALS & ACCESSORIES.,"Shenzhen, China"
KLMNOP5432107,LOADED ON 20 PLT(S) SOLID WOODEN FURNITURE HS-CODE94069100.,"Beijing, China"
RSTUVW2345678,GRAND PRAIRIE HOPKINS BREWERY BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Sydney, Australia"
YZCDEFG5432107,ON 8 PALLETS CONTAINING PACKAGING MATERIALS & ACCESSORIES NET WEIGHT 8000 KG CIF SHENZHEN.,Hong Kong
BACDEFGH234567,IN 40 CARTONS OF ELECTRONIC COMPONENTS HS-CODE85439000.,"Taipei, Taiwan"
FGHY7654321,98765 KGS 21.312 CUBIC METER 654 CARTON TOOLS & EQUIPMENT HS CODES 820420. SHIPPER DECLARES. ,"Guangzhou, China"
QWERT7890123,IN 15 PALLETS OF TEXTILES AND FABRICS CONTAINING PERISHABLE GOODS. ,"Seoul, South Korea"
POIU1234567,LOADED ON 30 PLT(S) POLYETHYLENE SHEETING 1MM HS-CODE39239090. ,"Tokyo, Japan"
RSTU9876543,3000 KGS 19.875 CUBIC METER 321 CARTON SHOES & CLOTHING HS CODES 6403. SHIPPER DECLARES. ,"Shenzhen, China"
ASDF4567891,ON 11 PALLETS CONTAINING WAREHOUSED FURNITURE 6 PIECES 2 SEATS 4 PLUSH ARMCHAIRS CREAM AND BLUE LATEX HS-CODE94019060 NET WEIGHT 1287 KG CIF GUAYMAS. ,"Bangkok, Thailand"
VBNM9876543,IN 45 PALLETS OF FOOD & BEVERAGES CONTAINING NON-PERISHABLE GOODS. ,Singapore
CDFG7654321,5000 KGS 36.250 CUBIC METER 654 CARTON FURNITURE & FIXTURES HS CODES 940300. SHIPPER DECLARES. ,Hong Kong
JKLZ5432109,LOADED ON 20 PLT(S) RUBBER SEALS BROWN 1MM WIDTH x 30 MM WIDTH HS-CODE40113090. ,"Kuala Lumpur, Malaysia"
FGHY9876543,IN 25 PALLETS OF TOYS & HOBBIES CONTAINING ELECTRONIC TOYS. ,"Taipei, Taiwan"
PQRS7890123,15000 KGS 65.123 CUBIC METER 421 CARTON FURNITURE & FIXTURE HS CODES 940130. SHIPPER DECLARES.,"Guangzhou, China"
MNOP6543210,IN 35 PALLETS OF ELECTRONIC COMPONENTS AND SPARE PARTS CONTAINING FLAMMABLE MATERIALS.,"Tokyo, Japan"
VWXZ9876545,LOADED ON 15 PLT(S) POLYETHYLENE CARBONATE HS-CODE39049010.,"Seoul, South Korea"
EFGH1234567,25000 KGS 75.000 CUBIC METER 500 CARTON TEXTILE & APPAREL HS CODES 6209. SHIPPER DECLARES.,"Shenzhen, China"
IJKL3210987,ON 8 PALLETS CONTAINING PACKAGING MATERIALS AND SUPPLIES INCLUDING INK CARTRIDGES AND TONER.,"Frankfurt, Germany"
KLMN5432109,18000 KGS 45.000 CUBIC METER 300 CARTON FOOD & BEVERAGES HS CODES 2203. SHIPPER DECLARES.,Hong Kong
PQRST6543210,IN 12 PALLETS OF MECHANICAL PARTS AND EQUIPMENT CONTAINING HEAVY METAL COMPONENTS.,"Berlin, Germany"
YZXW9876545,LOADED ON 10 PLT(S) NEOPRENE FOAM HS-CODE39099010.,"Taipei, Taiwan"
CVBN1234567,22000 KGS 80.000 CUBIC METER 600 CARTON FURNITURE & FIXTURE HS CODES 940110. SHIPPER DECLARES.,"Shanghai, China"
HGFJ5432109,ON 6 PALLETS CONTAINING BUILDING MATERIALS AND SUPPLIES INCLUDING CONSTRUCTION CHEMICALS.,"Munich, Germany"
IJKL6543219,18745 KGS 50.221 CUBIC METER 542 CARTON WRENCHES & SCREWS HS CODES 732690. SHIPPER DECLARES.,"Dongguan, China"
MNOP7654321,IN 15 PALLETS OF FURNITURE AND HOME DECOR. ,"Milan, Italy"
QWERT1234567,LOADED ON 18 PLT(S) OF POLYETHYLENE FILM HS-CODE39239090.,"Madrid, Spain"
PONK9876543,"GRANDPA RODOLPHO OLIVE OIL, EXTRA VIRGIN, BOTTLED IN 24/250ML CONTAINERS CB 3211210 / 278214358.","Barcelona, Spain"
ZXC1234567,"ON 11 PALLETS CONTAINING ROLLER COASTERS FOR KIDS SIN IMPORTACION, NET WEIGHT 14560 KG CIF VALPARAISO.","Seville, Spain"
YUIO9876543,IN 25 PALLETS OF AUTOMOTIVE PARTS AND SPARES CONTAINING DIESEL FUEL. ,"Paris, France"
GTRD7654321,LOADED ON 22 PLT(S) OF HIGH-DENSITY POLYETHYLENE (HDPE) PIPES HS-CODE39173010.,"Lyon, France"
JUIK6543219,GRANDMA LILIA'S FAMOUS CHOCOLATE CAKE EACH 24/800GM PACKETS CB 19051090 / 278214359.,"Istanbul, Turkey"
HGHF1234567,ON 14 PALLETS CONTAINING AIR CONDITIONER UNITS FOR OFFICE USE NET WEIGHT 24560 KG CIF CAIRO.,"Dubai, UAE"
VBNM9876543,IN 10 PALLETS OF HOUSEHOLD APPLIANCES AND ELECTRONICS CONTAINING TOXIC SUBSTANCES. ,"Moscow, Russia"
UVWX9876543,10000 KGS 25.141 CUBIC METER 450 CARTON TOYS & GAMES HS CODES 950390. SHIPPER DECLARES.,"Guangzhou, China"
PQRS1234567,IN 30 PALLETS OF PLASTIC PARTS AND ACCESSORIES CONTAINING NO HAZARDOUS MATERIALS. ,"Shanghai, China"
MNOP7654321,LOADED ON 15 PLT(S) SYNTHETIC RUBBER HS-CODE40072010. ,"Shenzhen, China"
EFGH1234567,CONTAINING 14400 BOTTLES 330ML PET BOTTLE SODA REFRESHMENT HS CODE 22042050/CHINA.,"Shanghai, China"
CBAO9876543,ON 18 PALLETS CONTAINING PP GRANULES NO HAZARDOUS MATERIALS.,"Guangzhou, China"
ZYXW4321098,11830 KGS 16.321 CUBIC METER 250 CARTON PACKAGING & PRINTING HS CODES 4919. SHIPPER DECLARES.,"Shenzhen, China"
IJKL1234567,IN 45 PALLETS OF MECHANICAL PARTS AND ACCESSORIES CONTAINING HAZARDOUS MATERIALS. ,"Shanghai, China"
MNOO7654321,LOADED ON 20 PLT(S) GLASS HS-CODE70102010.,"Guangzhou, China"
PQRZ9876543,CONTAINING 28800 CARTONS BOTTLED WATER HS CODE 22029040/CHINA.,"Shenzhen, China"
STUV4321098,ON 12 PALLETS CONTAINING PP PLASTIC WARES NO HAZARDOUS MATERIALS.,"Shanghai, China"
MNOP8765432,14589 KGS 65.125 CUBIC METER 1234 CARTON ELECTRONIC COMPONENTS HS CODES 854380. SHIPPER DECLARES.,"Seoul, South Korea"
QWERT7890123,IN 30 PALLETS OF FURNITURE CONTAINING SOFA AND LOUNGE CHAIRS.,"Milan, Italy"
VBNM9876545,LOADED ON 25 PLT(S) POLYESTER FILAMENT YARN HS-CODE52052211.,"Shenzhen, China"
JKLK8765432,GRANADA RED WINE EACH 75CL BOTTLES CB 4321249 / 987654321. ,"Madrid, Spain"
CDEFG1234567,ON 8 PALLETS CONTAINING PACKAGING MATERIALS AND PAPER PRODUCTS NET WEIGHT 8542 KG CIF TAMPICO.,"Hamburg, Germany"
RSTU65432109,18765 KGS 70.987 CUBIC METER 456 CARTON FURNITURE ACCESSORIES HS CODES 940300. SHIPPER DECLARES.,"Tokyo, Japan"
XCVB54321098,IN 45 PALLETS OF CAR PARTS AND SPARES CONTAINING DANGEROUS GOODS. ,"Munich, Germany"
EFGH8765432,LOADED ON 18 PLT(S) TEXTILE YARN HS-CODE50072011.,"Shanghai, China"
PQRZ1234567,ON 12 PALLETS CONTAINING FRESH PRODUCE AND GOURMET FOOD PRODUCTS NET WEIGHT 6523 KG CIF GUAYMAS.,"Barcelona, Spain"
WERT65432109,21090 KGS 75.421 CUBIC METER 789 CARTON HOUSEHOLD ELECTRONICS HS CODES 851660. SHIPPER DECLARES.,"Berlin, Germany"
MNOP9876543,8765 KGS 45.123 CUBIC METER 421 CARTON TOOLS & EQUIPMENT HS CODES 84778010. SHIPPER DECLARES.,"Shenzhen, China"
QWERT4567890,IN 30 PALLETS OF ELECTRONIC COMPONENTS AND PARTS FOR ASSEMBLY OF PRINTERS AND PRINTER CARTRIDGES CONTAINING DANGEROUS GOODS.,"Tokyo, Japan"
KJHGF9876541,LOADED ON 10 PLT(S) LITHOPRINT ECO 400 BLACK HS-CODE32142090.,"Seoul, South Korea"
ZYXC4567897,GRAND BAZAAR GULABJAMUN EACH 10 KG CB 4160710 / 278214352.,"Mumbai, India"
EFGHI7654321,ON 15 PALLETS CONTAINING PVC PIPE SIZES 20MM AND 30MM 500 PCS EACH NET WEIGHT 13500 KG CIF MUMBAI.,"Mumbai, India"
IJKLM9876543,IN 25 PALLETS OF FURNITURE COMPONENTS FOR ASSEMBLY OF BEDS AND TABLES HS CODES 94019010.,"Shenzhen, China"
PQRST4321098,LOADED ON 12 PLT(S) LITHOPRINT ECO 400 BLACK HS-CODE32142090.,"Tokyo, Japan"
VNMJU9876543,GRAND BAZAAR GULABJAMUN EACH 10 KG CB 4160710 / 278214352.,"Mumbai, India"
XCVBN1234567,ON 20 PALLETS CONTAINING ELASTOSIL 5000BLACK S1 HS-CODE32141010.,"Seoul, South Korea"
MNOP8765432,IN 40 PALLETS OF COSMETICS AND COSMETIC ACCESSORIES CONTAINING DANGEROUS GOODS.,"Hamburg, Germany"
PQRS6789012,24560 KGS 55.123 CUBIC METER 321 BOXES LADIES SHOES HS CODES 650910. SHIPPER DECLARES.,"Shanghai, China"
MNOP5432109,IN 30 PALLETS OF TOYS AND PLAYING EQUIPMENT CONTAINING FLAMMABLE GOODS. ,"Tokyo, Japan"
UVWX9876543,LOADED ON 15 PLT(S) FLOORING MATERIALS HS-CODE39269010.,"Seoul, South Korea"
HIJK7654321,10800 KGS 27.900 CUBIC METER 234 CARTONS HIDE & LEATHER PROD. HS CODES 420100. SHIPPER DECLARES.,Hong Kong
FGHK1234567,IN 40 PALLETS OF ELECTRICAL EQUIPMENT AND PARTS CONTAINING TOXIC GOODS. ,"Frankfurt, Germany"
CDEF9876543,GRANDISOLAR PANNELLS EACH ONE PIECE HS-CODE94069090.,"Bangkok, Thailand"
WXYZ5432109,ON 8 PALLETS CONTAINING HIDE & LEATHER PROD ANCHO 50 MM BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION NET WEIGHT 4500 KG CIF GUAYMAS.,Singapore
STUV9876543,LOADED ON 20 PLT(S) METAL AND ALLOYS HS-CODE73021010.,"Mumbai, India"
KLMN7654321,IN 25 PALLETS OF AGRICULTURAL MACHINERY AND PARTS CONTAINING DANGEROUS GOODS. ,"Cairo, Egypt"
EFGH1234567,ON 12 PALLETS CONTAINING PLASTICS HS-CODE39169990.,"Dubai, UAE"
EFGH9876541,15678 KGS 70.123 CUBIC METER 450 CARTON BICYCLES & PARTS HS CODES 871620. SHIPPER DECLARES.,"Shenzhen, China"
IJKL0987654,IN 50 PALLETS OF FURNITURE AND DECORATIVE ITEMS FOR EXPORT. ,Hong Kong
MNOP5432109,LOADED ON 18 PLT(S) SYNTHETIC RUBBER SEALING MATERIAL HS-CODE39170010. ,"Shanghai, China"
QWERT1234567,3456 KGS 40.121 CUBIC METER 1000 CARTON ELECTRONIC COMPONENTS & PARTS HS CODES 854230. SHIPPER DECLARES.,"Shenzhen, China"
ZXCV5432109,ON 12 PALLETS CONTAINING FABRICS (COTTON) NET WEIGHT 2674 KG CIF DURBAN. ,Hong Kong
ASDF9876543,IN 30 PALLETS OF FOODSTUFF AND CONFECTIONERY ITEMS FOR EXPORT. ,Singapore
GHIJ1234567,LOADED ON 15 PLT(S) MECHANICAL PARTS HS-CODE87089010. ,"Shanghai, China"
VWBZ5432109,GRIMBERGEN BLONDE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,Singapore
CDFG9876541,ON 8 PALLETS CONTAINING TIRE RUBBER NET WEIGHT 3943 KG CIF MUMBAI. ,Hong Kong
HJKL5432109,IN 25 PALLETS OF SPORTS EQUIPMENT AND APPAREL FOR EXPORT. ,"Shanghai, China"
QWERT1234567,15000 KGS 120 CUBIC METER 1000 CARTON FURNITURE PARTS & ACCESSORIES HS CODES 940391. SHIPPER DECLARES.,"Shanghai, China"
ASDFG9876543,IN 30 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING BATTERIES. ,"Seoul, South Korea"
KJHGF2345678,LOADED ON 25 PLT(S) PLASTIC SHEETING HDPE HS-CODE39244010.,"Guangzhou, China"
ZYXC4321097,ON 15 PALLETS CONTAINING MACHINERY PARTS AND ACCESSORIES NET WEIGHT 8500 KG CIF GUANGZHOU.,Hong Kong
QWERT6543219,IN 50 CARTONS OF FURNITURE COMPONENTS & SPARE PARTS HS CODE 940390. SHIPPER DECLARES.,"Shenzhen, China"
ASDFG8765432,LOADED ON 12 PLT(S) AUTO PARTS - TRANSMISSION SYSTEM HS-CODE87085010.,"Hamburg, Germany"
KJHGF9876543,GRANDE ALBA VELLOSO 8% ABV BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Rotterdam, Netherlands"
ZYXC3219876,IN 20 PALLETS OF ELECTRONIC COMPONENTS & PARTS HS CODE 85439010. ,"Seoul, South Korea"
QWERT56789543,LOADED ON 18 PLT(S) FOOD GRADE TUBES HDPE HS-CODE39249010.,"Shanghai, China"
ASDFG54321578,ON 8 PALLETS CONTAINING CONSTRUCTION MATERIALS NET WEIGHT 4500 KG CIF GUANGZHOU.,Hong Kong
PQRS9876543,12000 KGS 70.323 CUBIC METER 750 CARTON TOOLS & HARDWARE HS CODES 8207. SHIPPER DECLARES.,"Guangzhou, China"
ERTY1234567,IN 25 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING BATTERIES. ,Hong Kong
UIOP9876543,LOADED ON 18 PLT(S) POLYETHYLENE FILM HS-CODE3923.50.10.,"Shenzhen, China"
ASDFGH1234567,EACH 12/6PK CASES CB 2774211 / 284115390. BEER ALBANESE FRANCE. ,"Hamburg, Germany"
JKLZ9876543,ON 8 PALLETS CONTAINING BBL PLEXIGLASS 10 MM 5 MTR X 2.5 MTR WIDE HS CODE 7009.50.00 NET WEIGHT 4600 KG CIF LAGOS.,"Shenzhen, China"
KJHGF9876543,IN 35 PALLETS OF TOYS AND SPORTS EQUIPMENT CONTAINING FOOTWEAR. ,"Guangzhou, China"
ZYXC1234567,15000 KGS 45.121 CUBIC METER 1050 CARTON FURNITURE & PARTS HS CODES 9403. SHIPPER DECLARES.,Hong Kong
PQRS1234567,LOADED ON 15 PLT(S) THERMOCOUPLE HS-CODE8544.80.10.,"Shenzhen, China"
ERTY9876543,EACH CASE CB 4160410 / 284115390. BEER ALBANESE FRANCE.,"Hamburg, Germany"
UIOP1234567,ON 12 PALLETS CONTAINING BBL POLYCARBONATE HS CODE 7009.10.00 NET WEIGHT 4200 KG CIF LAGOS.,Hong Kong
MNBV5678901,24576 KGS 120.00 CUBIC METER 5500 CARTON SCISSORS & KNIVES HS CODES 821220. SHIPPER DECLARES.,"Qingdao, China"
PQRS2345678,IN 30 PALLETS OF FURNITURE PARTS AND ACCESSORIES. ,"Tokyo, Japan"
VBNM9876543,LOADED ON 25 PLT(S) EPDM 40 HS-CODE40113010. ,"Mumbai, India"
HGFJ1234567,GRANADA WHITE GLASS CERAMIC WALL TILES 15X30 CM CB MEXICO 4160410 / 278214357.,"Shanghai, China"
KLMN0987654,ON 10 PALLETS CONTAINING COILED COPPER ALLOY SHEET 3 MM THK X 2000 MM WIDE HS CODE 7407.90.,"Busan, South Korea"
JKLZ4567890,IN 40 PALLETS OF CAR PARTS CONTAINING DANGEROUS GOODS. ,"Bangkok, Thailand"
ZYXC3456789,LOADED ON 20 PLT(S) NYLON MONOLAYER TUBES HS-CODE3920.10.,Hong Kong
MNBV2345678,GRANDE MARQUE PIANO KEYBOARD IN 6 CARTONS CB 4160410 / 278214357.,Singapore
PQRS9876543,ON 12 PALLETS CONTAINING BBL ALU 50-IV E HS CODE 7608.00.,"Jakarta, Indonesia"
VBNM1234567,IN 25 PALLETS OF TEXTILE FABRICS AND YARN HS CODES 5209 & 5505.,"Ho Chi Minh City, Vietnam"
PQRS5678901,23458 KGS 85.321 CUBIC METER 421 CARTON COMPUTER HARDWARE & PARTS HS CODES 847330. SHIPPER DECLARES. ,"Shenzhen, China"
MNOP9876545,IN 30 PALLETS OF FURNITURE AND DECORATIONS CONTAINING ELECTRONICS COMPONENTS. ,"Hamburg, Germany"
VWXZ1234569,LOADED ON 25 PLT(S) POLYETHYLENE FILMS HS-CODE39170090. ,"Hamburg, Germany"
KLMN0987654,FRESH PRODUCE - BANANAS 40 CARTONS. ,"Shenzhen, China"
EFGH4321097,ON 15 PALLETS CONTAINING PETROLEUM PRODUCTS. ,"Hamburg, Germany"
IJKL8765432,GRANOLA 40 CARTONS EACH 1 KG NET WEIGHT HS-CODE11039000. ,"Shenzhen, China"
ZYXC3210987,IN 50 PALLETS OF CLOTHING AND SHOES CONTAINING ELECTRONICS ACCESSORIES. ,"Hamburg, Germany"
PQRS0987656,LOADED ON 35 PLT(S) FABRIC HS-CODE52081110. ,"Shenzhen, China"
MNOP8765431,ON 20 PALLETS CONTAINING BBL ALUMINIUM FOIL 50 MM X 100 M BBL ALUMINIUM FOIL 25 MM X 100 M NET WEIGHT 10192 KG CIF HOUSTON. ,"Hamburg, Germany"
VWXZ9876543,IN 45 PALLETS OF CIGARETTES & TOBACCO PRODUCTS CONTAINING PACKAGING MATERIALS. ,"Shenzhen, China"
IJKL6543210,2456 KGS 11.118 CUBIC METER 450 CARTON SHOE ACCESSORIES & HEELS HS CODES 420520. SHIPPER DECLARES.,"Guangzhou, China"
MNOP7890123,IN 30 PALLETS OF ELECTRONICS AND ELECTRICAL COMPONENTS CONTAINING FLAMMABLE GOODS.,"Tokyo, Japan"
PQRS5678901,LOADED ON 25 PLT(S) NYLON STRING S3 HS-CODE59092010.,"Seoul, South Korea"
VWXZY1234567,CONTAINING SPARE PARTS FOR MACHINERY AND EQUIPMENT EACH 12 KG BOXES CB 4160410 / 278214357.,"Shenzhen, China"
FGHI9876543,"ON 11 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/15 SIN IMPRESION, ANCHO 69 MM BBL ALUTHENE 50-IV E 133/7 ANCHO 85 MM SIN IMPRESION NET WEIGHT 8122 KG CIF MEXICO.","Hamburg, Germany"
ZYXC4321098,LOADED ON 20 PLT(S) METAL SPRING HS-CODE73089090.,"Tokyo, Japan"
KJHGF1234567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Shenzhen, China"
JKLZ7654321,IN 40 PALLETS OF FURNITURE AND DECORATIONS CONTAINING HEAVY GOODS.,"Seoul, South Korea"
IJKL6543210,"ON 9 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/10 SIN IMPRESION, ANCHO 78 MM BBL ALUTHENE 50-IV E 133/3 ANCHO 47 MM SIN IMPRESION NET WEIGHT 6928 KG CIF LOS ANGELES.","Guangzhou, China"
MNOP7890123,CONTAINING SPARE PARTS FOR MACHINERY AND EQUIPMENT EACH 5 KG BOXES CB 4160410 / 278214357.,"Tokyo, Japan"
PQRS9876543,15432 KGS 45.123 CUBIC METER 700 CARTON FURNITURE PARTS & ACCESSORIES HS CODES 39269010. SHIPPER DECLARES.,"Guangzhou, China"
VWXZ1234567,IN 30 PALLETS OF TOOLS AND EQUIPMENT CONTAINING MACHINERY PARTS. ,"Tokyo, Japan"
CDEFG9876541,LOADED ON 25 PLT(S) LATEX COATINGS HS-CODE39191000.,"Seoul, South Korea"
MNOIU4321098,12000 KGS 30.45 CUBIC METER 3000 CARTON SOFT DRINKS & BEVERAGES HS CODES 22021010. SHIPPER DECLARES.,Hong Kong
JKHLK9876543,IN 20 PALLETS OF ELECTRONIC PARTS AND COMPONENTS CONTAINING BATTERIES. ,"Shenzhen, China"
TUVWV4321098,LOADED ON 10 PLT(S) SYNTHETIC FIBERS HS-CODE56011000.,"Paris, France"
YZXCD9876541,GRIMBERGEN AMBREE 5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Amsterdam, Netherlands"
PQRST1234567,ON 15 PALLETS CONTAINING WOVEN FABRICS NET WEIGHT 7504 KG CIF MONTREAL.,"Brussels, Belgium"
IJHGF9876543,IN 35 PALLETS OF PRINTING EQUIPMENT AND SUPPLIES CONTAINING TONER CARTRIDGES.,"Milan, Italy"
KLMOP4321098,15000 KGS 50 CUBIC METER 1000 CARTON PLASTIC PARTS & ACCESSORIES HS CODES 39269000. SHIPPER DECLARES.,"Barcelona, Spain"
PQRT7890123,12345 KGS 30.909 CUBIC METER 567 CARTON LAMP SHADES & SWITCHES HS CODES 940591. SHIPPER DECLARES.,"Seoul, South Korea"
MNOP9876541,IN 35 PALLETS OF AUTOMOBILE SPARE PARTS CONTAINING HEAVY GOODS. ,"Tokyo, Japan"
VWXZ1234567,LOADED ON 15 PLT(S) POLYETHYLENE RESIN HS-CODE39241010.,Singapore
CBAK9876543,GRANOLA BARS EACH 400GR BAGS CB 278214357 / 4160410. ,"Bangkok, Thailand"
IJHGF4321098,"ON 10 PALLETS CONTAINING ROLLER BEARINGS 60X80X20 SIN IMPRESION, NET WEIGHT 12000 KG CIF GUAYMAS.","Shanghai, China"
KIUY5432097,CARGO COMPOSED OF 1000 CARTONS FERTILIZERS HS CODES 3109.10. ,Hong Kong
RSTU3210987,IN 45 PALLETS OF HOUSEHOLD ELECTRICAL APPLIANCES CONTAINING ELECTRONIC GOODS. ,"Shenzhen, China"
EFGH9876543,ON 20 PLT(S) POLYPROPYLENE RESIN HS-CODE39231010.,"Taipei, Taiwan"
XYZW4321098,GRANOLA BARS EACH 200GR BAGS CB 278214357 / 4160410. ,"Ho Chi Minh City, Vietnam"
ABCD1234567,LOADED ON 25 PLT(S) ETHYL ACRYLATE RESIN HS-CODE39140010.,"Guangzhou, China"
POIU9876543,IN 50 PALLETS OF CLOTHING AND TEXTILE ACCESSORIES CONTAINING 12500 KGS 78.621 CUBIC METER 1500 CARTONS SHIRTS & TROUSERS HS CODES 6205. SHIPPER DECLARES.,"Shanghai, China"
RSTU5432109,LOADED ON 10 PLT(S) SOLAR PANELS WITH HIGH EFFICIENCY 240 WATT PER UNIT HS-CODE85433090.,"Shenzhen, China"
CDFG1234567,GRANOLA BARS ON 8 PALLETS CONTAINING NET WEIGHT 3000 KG CIF DALLAS.,"Hamburg, Germany"
WERT6543210,IN 15 PALLETS OF COMPUTER HARDWARE AND ELECTRONIC COMPONENTS CONTAINING 18000 KGS 113.475 CUBIC METER 500 CARTONS HS CODES 8471. SHIPPER DECLARES.,"Shenzhen, China"
IJKL0987654,LOADED ON 12 PLT(S) CAR PARTS & ACCESSORIES CONTAINING DANGEROUS GOODS HS-CODE87081010.,"Hamburg, Germany"
HGPL5432109,IN 30 PALLETS OF FURNITURE AND DECORATIONS CONTAINING 25000 KGS 187.375 CUBIC METER 1500 CARTONS HS CODES 9403. SHIPPER DECLARES.,"Shanghai, China"
MNOP9876543,ON 7 PALLETS CONTAINING ELECTRICAL PARTS & ACCESSORIES 22000 KGS 98.75 CUBIC METER CB 4160410 / 278214357 HS CODES 85423110.,"Hamburg, Germany"
QWERT1234567,IN 20 PALLETS OF FOODSTUFF AND BEVERAGES CONTAINING NET WEIGHT 10000 KG CIF VENTURA.,"Shenzhen, China"
ZXCVB6543210,LOADED ON 5 PLT(S) MECHANICAL PARTS & ACCESSORIES CONTAINING 15000 KGS 75.375 CUBIC METER HS CODES 8409. SHIPPER DECLARES.,"Shanghai, China"
PQRS5678901,21765 KGS 42.421 CUBIC METER 234 CARTON ROLLER BARS & RODS HS CODES 732690. SHIPPER DECLARES. ,"Shanghai, China"
MNOP9876542,IN 50 PALLETS OF OFFICE FURNITURE AND SUPPLIES CONTAINING PERISHABLE GOODS. ,"Rotterdam, Netherlands"
VWXZ1234565,LOADED ON 30 PLT(S) CARBON STEEL BEARING RINGS HS-CODE 73269100. ,"Antwerp, Belgium"
IJKL5432107,GRAPPA DI UVA 40% ALCOHOL VOL 1 LTR BOTTLE CB 33039010 / 278214352. ,"Rotterdam, Netherlands"
TUVW9876543,ON 11 PALLETS CONTAINING RODS ANCHO 50 MM SIN IMPRESION NET WEIGHT 3648 KG FOB VENICE. ,"Genoa, Italy"
ABCD5432109,14543 KGS 21.321 CUBIC METER 90 CARTON WIRE & RODS HS CODES 7314. SHIPPER DECLARES. ,"Shanghai, China"
EFGH4321097,IN 60 PALLETS OF TEXTILES AND FABRICS CONTAINING PERISHABLE GOODS. ,"Rotterdam, Netherlands"
JKLZ9876541,LOADED ON 25 PLT(S) STEEL ROLLS HS-CODE32141100. ,"Hamburg, Germany"
MNOO5432108,GRANATINA ROSA 20% ALCOHOL VOL 1 LTR BOTTLE CB 33039010 / 278214357. ,"Rotterdam, Netherlands"
PQRST4321096,ON 7 PALLETS CONTAINING ALUMINIO SHEETS ANCHO 50 MM SIN IMPRESION NET WEIGHT 784 KG FOB GUAYMAS. ,"Genoa, Italy"
FGHI9876543,13472 KGS 53.421 CUBIC METER 145 CARTON SADDLES & BRIDLES HS CODES 621710. SHIPPER DECLARES.,"Qingdao, China"
MNOP1234567,IN 25 PALLETS OF TOYS AND SOUVENIRS CONTAINING PERISHABLE ITEMS. ,"Guangzhou, China"
JKLM3456789,LOADED ON 30 PLT(S) RUBBER CEMENT HS-CODE 3207.10.90.,"Shenzhen, China"
PONM0987654,GRANOLA AND BREAKFAST BAR EACH 200/50G BAG CB 278214357 / 4160410 / 6401110. ,"Rotterdam, Netherlands"
VWXY7890123,"ON 12 PALLETS CONTAINING BBL ALUTHENE 50-II A 133/10 SIN IMPRESION, ANCHO 62 MM BBL ALUTHENE 50-II E 133/8 ANCHO 74 MM SIN IMPRESION NET WEIGHT 3060 KG CIF MANAGUA.","Rotterdam, Netherlands"
QWERT5432109,18945 KGS 70.125 CUBIC METER 240 CARTON SHIRTS & JACKETS HS CODES 6205.90. ,Hong Kong
TUVZ8765432,IN 40 PALLETS OF PHARMACEUTICALS AND MEDICAL SUPPLIES CONTAINING HAZARDOUS MATERIALS.,"Shanghai, China"
MNOP7654321,LOADED ON 20 PLT(S) VINYL FLOOR COVERING HS-CODE 3914.00.90.,"Ningbo, China"
EFGH1234567,GRANOLA AND BREAKFAST BAR EACH 400/100G BAG CB 278214357 / 4160410 / 6401110. ,"Le Havre, France"
RSTU0987654,"ON 9 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 50-IV E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 5928 KG CIF TEGUCIGALPA.","Le Havre, France"
